PWSID,sys_name,agency,county,service_cxns_update,DAC_status,survey_start,survey_submit,survey1A_start,survey1A_submitted,app_started,app_complete,program_need_update,contact_priority,opp_contact_date,follow_up_date,total_arr_reported,ac_name_update,ac_email_update,ac_phone_update,agg_reporting,agg_PWSID,umbrella_org,survey_PWSIDs,TA_requested,reporter_name,reporter_email,reporter_phone
CA4900846,ROLLING OAKS ROAD ASSOCIATION,DISTRICT 18 - SONOMA,SONOMA,16,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CARRA CLAMPITT,carraclampitt@ebmc.com,707-584-5123,NA,NA,NA,NA,NA,Carra Clampitt,carraclampitt@ebmc.com,707-584-5123
CA4901309,HILTON MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,SONOMA,16,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DALE DANGERFIELD,daled@meifasteners.com,707-528-6900EXT. 12,NA,NA,NA,NA,NA,Dale Dangerfield,daled@molkenbuhr.com,(707) 528-6900
CA4901355,TERRACE VIEW WATER SYSTEM,DISTRICT 18 - SONOMA,SONOMA,16,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CARRA CLAMPITT,carraclampitt@ebmc.com,707-584-5123,NA,NA,NA,NA,NA,Carra Clampitt,carraclampitt@ebmc.com,707-584-5123
CA0202503,WOODFORDS MUTUAL WATER COMPANY,LPA32 - ALPINE COUNTY,ALPINE,16,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,MICHELLE MCLELLAND,mmclelland@alpinecoe.k12.ca.us,530-694-2495,NA,NA,NA,NA,NA,NA,NA,NA
CA5403110,SIERRA MUTUAL WATER CO,DISTRICT 24 - TULARE,TULARE,16,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,EMILY DRUM,emkoontz@gmail.com,714-599-4149,NA,NA,NA,NA,NA,Hung Bui,hung.bui@waterboards.ca.gov,714-558-6720
CA5200013,WOMACK SUBDIVISION M.W.C.,LPA82 - TEHAMA COUNTY,TEHAMA,16,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,DENNIS WHITEHEAD,dwplpa82@waterboards.ca.gov,530-529-0535,NA,NA,NA,NA,NA,NA,NA,NA
CA3500575,SPRINGWOOD ESTATES MWC,DISTRICT 05 - MONTEREY,SAN BENITO,15,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,ERIK EHN,erikehn75@gmail.com,559-285-6675,NA,NA,NA,NA,NA,NA,NA,NA
CA1500560,KRANENBURG WATER SYSTEM,DISTRICT 12 - VISALIA,KERN,15,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,GAIL FAST,gailfast@sbcglobal.net,661-589-3435,NA,NA,NA,NA,NA,Gail Fast,gailfast@sbcglobal.net,661-619-8751
CA1502622,GOSFORD ROAD WATER COMPANY,DISTRICT 12 - VISALIA,KERN,15,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BRIAN REESE,hunkydorie77@aol.com,661-397-4755,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA1500591,SWEET WATER CO-OP,DISTRICT 19 - TEHACHAPI,KERN,15,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ROBERT CUNNINGHAM,rcwelder06@yahoo.com,760-977-2158,NA,NA,NA,NA,NA,Amber Fuller,afuller@seacotech.com,661-588-9323
CA1510053,ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND,DISTRICT 19 - TEHACHAPI,KERN,15,Missing,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JON BOZIGIAN,jbavekwa@yahoo.com,661-943-3201,NA,NA,NA,NA,NA,Jon Bozigian,jbavekwa@yahoo.com,661-943-3201
CA5610046,UNITED WTR CONS DIST,DISTRICT 06 - SANTA BARBARA,VENTURA,15,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BRIAN COLLINS,brianc@unitedwater.org,805-485-5114,NA,NA,NA,NA,NA,Randy Castaneda,randyc@unitedwater.org,805-485-5114
CA5610080,PORT HUENEME WATER AGENCY,DISTRICT 06 - SANTA BARBARA,VENTURA,15,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MIKE OAKLEY,moakley@cityofporthueneme.org,805-986-6566,NA,NA,NA,NA,NA,David Birch,dbirch@cityofporthueneme.org,805-986-6566
CA2800528,LINDA VISTA MUTUAL WATER CO,LPA58 - NAPA COUNTY,"NAPA",15,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,GRAHAM BASKERVILLE,GANDMB@NAPANET.NET,707-965-0145,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA2800532,VAILIMA ESTATES MUTUAL WATER,LPA58 - NAPA COUNTY,"NAPA",15,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CHUCK HAAS,chuckhaas@yahoo.com,408-859-2293,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA3100538,ROSECREST MUTUAL,LPA61 - PLACER COUNTY,PLACER,15,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BUNNY MARSH,clmarshjr@surewest.net,916-782-4543,NA,NA,NA,NA,NA,Shane Burr,scburr2000@yahoo.com,(530) 277-2770
CA3205001,WALKER RANCH CSD,LPA62 - PLUMAS COUNTY,PLUMAS,15,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ROB THORMAN,robthorman@countyofplumas.com,530-283-6209,NA,NA,NA,NA,NA,Robert Thorman,robthorman@countyofplumas.com,(530) 283-6495
CA1400518,VAN LOON WATER ASSOCIATION,DISTRICT 13 - SAN BERNARDINO,INYO,15,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KELLER TJERNAGEL,RUNZOMBIERUN@HOTMAIL.COM,760-937-5130,NA,NA,NA,NA,NA,Caleb Kile,kilesh2operations@gmail.com,NA
CA2600699,CHALFANT VALLEY WEST M.W.C.,LPA56 - MONO COUNTY,MONO,15,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DAVID TANKSLEY,mcmurtank@schat.net,"760-873-5456, 760-873-5456",NA,NA,NA,NA,NA,David  Tanksley,mcmurtank@schat.net,760 873-5456
CA2700678,PARADISE RD WS #05,LPA57 - MONTEREY COUNTY,MONTEREY,15,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,GARY ELLYATT,Service@CypressWaterServices.com,831-663-1727,NA,NA,NA,NA,NA,Miles Farmer,milescfarmer@yahoo.com,(831) 920-6796
CA2700733,SAN JUAN RD WS #01,LPA57 - MONTEREY COUNTY,MONTEREY,15,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JEFFREY HANCOCK,HANCOCK.JEFF@AOL.COM,831-726-1504,NA,NA,NA,NA,NA,Linda Hancock,mimiandgpa@gmail.com,831-726-1504
CA2701935,MOUNT TORO RANCHOS MWA,LPA57 - MONTEREY COUNTY,MONTEREY,15,Non-DAC,Y,Y,Yes,Yes,NA,NA,NA,3,10/8/2021,NA,NA,GARY PYBAS,ltwks@aol.com,831-484-0218,NA,NA,NA,NA,NA,Russell Hatch,mcsiwatermanager@gmail.com,831-659-5360
CA4300578,ANGELO LANE WATER COMPANY,DISTRICT 17 - SANTA CLARA,SANTA CLARA,15,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CHRIS HANKO,chris.hanko@intel.com,408-842-8835,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA4300741,MIREVAL IMPROVEMENT ASSOCIATION,DISTRICT 17 - SANTA CLARA,SANTA CLARA,15,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ED NOSKOWSKI,ed@aldaracademy.org,408-354-9101,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,DISTRICT 24 - TULARE,TULARE,15,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DEAN GALLEGO,deangallego4@gmail.com,0,NA,NA,NA,NA,NA,Ofelia Romero-Maraccini,ofelia.romero-maraccini@waterboards.ca.gov,(559) 549-0142
CA4200885,CHALK HILL ESTATES HOA,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,15,Missing,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ANDY DEMARCUS,ADEMARCUS@JORDANOS.COM,805-570-0849,NA,NA,NA,NA,NA,Mark DuBose,mark@aquatrex.biz,805-294-0657
CA1200590,MOONSTONE HEIGHTS MWA,DISTRICT 01 - KLAMATH,HUMBOLDT,14,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,SHERRI PROVOLT,sprovolt@live.com,707-599-1179,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA1500096,OLD RIVER MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,KERN,14,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,KYLIE FRANCIS,mcmorchlor@gmail.com,661-323-9400,NA,NA,NA,NA,Y,Dennis Gatson,dgatson@mcmorchlor.com,(661) 323-9400
CA1502629,HEATH BRIMHALL P.O.A.,DISTRICT 12 - VISALIA,KERN,14,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JUSTIN CRANE,jcrane@genprod.com,661-377-6522,NA,NA,NA,NA,NA,Justin Crane,jcrane@genprod.com,(661) 377-6522
CA1500344,SOUTH KERN MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,KERN,15,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,MICHAEL SALAZAR,michaelsalazarsr@gmail.com,661-243-6179,NA,NA,NA,NA,NA,NA,NA,NA
CA2100579,NICASIO VALLEY RANCH MUTUAL,DISTRICT 18 - SONOMA,MARIN,14,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,LEANNE WOLFSON,lcwolfson@gmail.com,415-269-3690,NA,NA,NA,NA,NA,Leanne Wolfson,lcwolfson@gmail.com,n/a
CA1400024,ROCKING K RANCH ESTATES MUTUAL WATER CO.,DISTRICT 13 - SAN BERNARDINO,INYO,14,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CRONUS DILLARD,Cronus.dillard@sambanovasystems.com,760-937-2392,NA,NA,NA,NA,NA,Caleb Kile,kilesh2operations@gmail.com,NA
CA1410502,"NPS - DEATH VALLEY, STOVEPIPE WELLS",DISTRICT 13 - SAN BERNARDINO,INYO,14,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DALLAS KENDRICK,dallas_kendrick@nps.gov,760-786-3261,NA,NA,NA,NA,NA,Stephanie Kapfenstein,stephanie_kapfenstein@nps.gov,760-786-3267
CA4301013,ROCKWOOD ESTATES MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,SANTA CLARA,14,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BRYCE WOLFSON,remwc@rwhmh.com,408-396-4570,NA,NA,NA,NA,NA,Andrew Combs,c.andrewcombs@yahoo.com,(408) 314-1792
CA4800589,CRESTA MESA PARQUE,DISTRICT 04 - SAN FRANCISCO,SOLANO,14,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,"ROSALEE ""JEAN"" LOWE",RosaleeLowe1944@gmail.com,707-864-9353,NA,NA,NA,NA,NA,Bill Blair,blairb99@yahoo.com,707 365 1313
CA0110010,ZONE 7 WATER AGENCY,DISTRICT 04 - SAN FRANCISCO,ALAMEDA,13,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,GURPAL DEOL,GDEOL@ZONE7WATER.COM,925-447-0533,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA1000555,FCSA #44C/RIVERVIEW ESTATES,DISTRICT 23 - FRESNO,FRESNO,13,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CHRIS BUMP,cbump@co.fresno.ca.us,559-600-4482,NA,NA,NA,NA,NA,Julie Zimmer,jzimmer@fresnocountyca.gov,559-600-4481
CA3500578,LOS MADRONES MWC,DISTRICT 05 - MONTEREY,SAN BENITO,13,Non-DAC,Y,Y,Yes,Yes,NA,NA,NA,3,10/8/2021,NA,NA,BRYAN KEELS,bryan.m.keels@usace.army.mil; LTCKeels@gmail.com,805-294-3341,NA,NA,NA,NA,NA,Tim Shelby,shelbytime@live.com,NA
CA1500566,SPRING MOUNTAIN MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,KERN,13,Missing,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DANA BRLEY,brleyd@gmail.com,661-304-1565,NA,NA,NA,NA,NA,Amber Fuller,afuller@seacotech.com,661-588-9323
CA1502569,FIRST MUTUAL WATER SYSTEM,DISTRICT 19 - TEHACHAPI,KERN,13,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BILL COX,PAPA@RGLOBAL.NET,661-256-4565,NA,NA,NA,NA,NA,Gary Lumpkins,team@skookumh2o.com,661-822-4185
CA1502699,EAST WILSON ROAD WATER COMPANY,DISTRICT 12 - VISALIA,KERN,14,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,MARK GARDNER,mgardner@protoolservices.com; gardnerbak5@aol.com,661-393-9222,NA,NA,NA,NA,NA,NA,NA,NA
CA1502619,SOUTH DESERT MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,KERN,13,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,CECIL HERRIDGE,cecil.herridgejr@gmail.com,360-632-3838,NA,NA,NA,NA,NA,NA,NA,NA
CA1900801,COLORADO MUTUAL WATER COMPANY,LPA49 - LA COUNTY,LOS ANGELES,13,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MELODY BROWN,MELODYSPLACE@MSN.COM,661-266-7785,NA,NA,NA,NA,NA,Mary Wood,maryjw@rglobal.net,661-266-7785
CA1503684,148 EAST WATER SYSTEM,DISTRICT 19 - TEHACHAPI,KERN,13,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,MICHAEL MARTYN,lam@iwvisp.com,760-377-5695,NA,NA,NA,NA,NA,NA,NA,NA
CA4301004,EMERALD VALLEY MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,SANTA CLARA,13,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,RICH SPANO,rsspano@gmail.com,408-219-5614,NA,NA,NA,NA,NA,Michael Maggiora,watsonville@maggiorabros.com,(831) 724-1338
CA4900893,WEST WATER COMPANY (PUC),DISTRICT 18 - SONOMA,SONOMA,13,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,GLENN MORELLI,glenn.morelli@sonoma-county.org,707-565-7947,NA,NA,NA,NA,NA,James Dunton,rruwater@sonic.net,707-887-7735
CA5400964,SIERRA VISTA ASSN,DISTRICT 24 - TULARE,TULARE,13,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,SANDRA BLAYLOCK,sandyblaylock@gmail.com,0,NA,NA,NA,NA,Y,Joseph Heide,joeh@selfhelpenterprises.org,559-483-0136
CA5403144,ALI MUTUAL WATER CO,DISTRICT 24 - TULARE,TULARE,13,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,DARREN ISCH,av8nlo@yahoo.com,559-361-0793,NA,NA,NA,NA,Y,Reid Johnson,rj.jol2@gmail.com,(209) 629-9220
CA4200867,RAY WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,13,Missing,Y,Y,Yes,Yes,NA,NA,NA,3,10/8/2021,NA,NA,KRISTY GILBERTSON,RKSKG@AOL.COM,805-680-7841,NA,NA,NA,NA,NA,Laureen Tan,laureen.tan@waterboards.ca.gov,(805) 722-6085
CA1503526,WINI MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,KERN,12,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BOBBY SHERGILL,bobbyshergill@yahoo.com,661-204-2785,NA,NA,NA,NA,NA,Amber Fuller,afuller@seacotech.com,661-588-9323
CA1500564,HOMETOWN WATER ASSOCIATION,DISTRICT 19 - TEHACHAPI,KERN,12,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JOSHUA ADDINGTON,ADDINGTONJOSHUA@YAHOO.COM,760-499-9346,NA,NA,NA,NA,NA,Gary Lumpkins,team@skookumh2o.com,661-822-4185
CA1910128,COVINA IRRIGATING CO.,DISTRICT 15 - METROPOLITAN,LOS ANGELES,12,Missing,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DAVID DE JESUS,davidcicpres@gmail.com,626-332-1502,NA,NA,NA,NA,NA,Steve Sherman,SteveS@cich2o.com,(626) 332-1502
CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,SONOMA,12,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KATHRYN MACPHAIL,kathrynmacphail@mac.com,707-696-1305,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA5201140,ANTOINETTE MUTUAL WATER CO,LPA82 - TEHAMA COUNTY,TEHAMA,12,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,SHIUAN MING EMMERSON,smjemmerson@gmail.com,408-505-7728,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA1500327,RANCHO SECO INC. WATER SYSTEM,DISTRICT 19 - TEHACHAPI,KERN,11,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,CHRIS FULTON,anewfuture@hotmail.com,661-972-3833,NA,NA,NA,NA,NA,Melissa Carroll,Melissa_laws@outlook.com,NA
CA0707517,COLONIA SANTA MARIA,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,10,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,AGRIPINA ROMERO,pina94513@yahoo.com,925-437-7630,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA3500576,AROMAS HILLS MUTUAL WATER ASSOCIATION,DISTRICT 05 - MONTEREY,SAN BENITO,10,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,PETER SMITH,pspsmith@gmail.com,831-726-2407,NA,NA,NA,NA,NA,Mike Christensen,mcwatersolutions@aol.com,831-601-6079
CA1503669,NORTH KRANENBURG WS,DISTRICT 12 - VISALIA,KERN,10,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MARY DEGEARE,marydegeare@sbcglobal.net,661-343-5317,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA1502744,60TH STREET ASSOC. WATER SYSTEM,DISTRICT 19 - TEHACHAPI,KERN,10,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CATHY MONTAÑO,CLMONTANO1@MSN.COM,661-204-3792,NA,NA,NA,NA,NA,Amber Fuller,afuller@seacotech.com,661-588-9323
CA3500923,FAIRVIEW ROAD WATER SYSTEM,DISTRICT 05 - MONTEREY,SAN BENITO,10,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
CA2810008,VETERANS HOME OF CALIFORNIA,DISTRICT 03 - MENDOCINO,"NAPA",10,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MAJEL ARNOLD,majel.arnold@calvet.ca.gov,707-944-4805,NA,NA,NA,NA,NA,Jimmy Hartman,Jimmy.Hartman@calvet.ca.gov,707-944-8739
CA2800527,LINDA FALLS TERRACE MUTUAL,LPA58 - NAPA COUNTY,"NAPA",10,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,DAVID CARELOCK,DJCARELOCK@SBCGLOBAL.NET,707-965-2338,NA,NA,NA,NA,NA,NA,NA,NA
CA2701241,ENCINAL RD WS #01,LPA57 - MONTEREY COUNTY,MONTEREY,9,SDAC,Y,Y,Yes,Yes,NA,NA,NA,3,10/8/2021,NA,NA,DAVID SCARONI,DS@SFCOS.COM,831-296-8081,NA,NA,NA,NA,NA,Russell Hatch,mcsiwatermanager@gmail.com,831-659-5360
CA4300630,FOOTHILL MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,SANTA CLARA,9,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,MARTHA ARTILES,Artiles.martha@gmail.com,408-722-6829,NA,NA,NA,NA,NA,NA,NA,NA
CA1502545,SCHWEIKART WATER SYSTEM,DISTRICT 12 - VISALIA,KERN,8,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,SHELLY BARRERA,sbarrera3@bak.rr.com,661-343-3241,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA2110502,NPS PRNS - BEACHES,DISTRICT 18 - SONOMA,MARIN,7,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,"NATHAN RADMACHER",nathan_radmacher@nps.gov,415-464-5142,NA,NA,NA,NA,NA,Nathaniel Radmacher,n_radmacher@nps.gov,(415) 464-5142
CA1510040,KERN COUNTY WATER AGENCY,DISTRICT 12 - VISALIA,KERN,4,Missing,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DAVID BEARD,dbeard@kcwa.com,661-634-1493,NA,NA,NA,NA,NA,David Beard,dbeard@kcwa.com,661-634-1493
CA3610129,MOJAVE WATER AGENCY,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,4,Missing,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KATHY CORTNER,kcortner@mojavewater.org,760-946-7054,NA,NA,NA,NA,NA,Lynne Chaimowitz,lchaimowitz@mojavewater.org,(760) 490-9319
CA4010025,SLO CWD NO. 10 - CAYUCOS WTP,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,3,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,FAITH ZENKER,fzenker@co.slo.ca.us,805-781-1576,NA,NA,NA,NA,NA,NA,NA,NA
CA1410510,LADWP - MANZANAR,DISTRICT 13 - SAN BERNARDINO,INYO,2,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,RAZMIK MANOUKIAN,Razmik.manoukian@ladwp.com,213-367-3191,NA,NA,NA,NA,NA,Michael Mercado,michael.mercado@ladwp.com,213-367-0395
CA3610086,WEST END CONSOLIDATED WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,2,Missing,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BRADEN YU,byu@uplandca.gov,909-291-2931,NA,NA,NA,NA,NA,John Robles,jrobles@ci.upland.ca.us,909-376-1206
CA0110018,SFPUC-PLEASANTON WELLS,DISTRICT 04 - SAN FRANCISCO,ALAMEDA,1,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANDREW DEGRACA,ADEGRACA@SFWATER.ORG,650-652-3102,NA,CA3810011,NA,NA,NA,NA,NA,NA
CA1900693,DESERT PALMS MOBILE HOME PARK,LPA49 - LA COUNTY,LOS ANGELES,1,SDAC,Y,Y,Yes,Yes,NA,NA,NA,3,10/8/2021,NA,NA,Kym  Lim,kym@parkavenueam.com,949-538-2343,NA,NA,NA,NA,NA,Kym  Lim,kym@parkavenueam.com,(949) 538-2343
CA3810008,THOMAS SHAFT WHOLESALE,DISTRICT 04 - SAN FRANCISCO,SAN JOAQUIN,1,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANDREW DEGRACA,ADEGRACA@SFWATER.ORG,650-652-3102,NA,CA3810011,NA,NA,NA,NA,NA,NA
CA2701280,NEPENTHE WS,LPA57 - MONTEREY COUNTY,MONTEREY,1,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KIRK GAFILL,kgafill@nepenthebigsur.com,831-667-7326,NA,NA,NA,NA,NA,Kirk Gafill,kgafill@nepenthebigsur.com,NA
CA4310011,SAN JOSE WATER,DISTRICT 17 - SANTA CLARA,SANTA CLARA,222214,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,9377695.71,ADAM FEFFER,adam.feffer@sjwater.com,408-918-7254,No,NA,NA,NA,NA,Shaz Chan,shaz.chan@sjwater.com,(408) 279-7828
CA0910001,EL DORADO ID - MAIN,DISTRICT 09 - SACRAMENTO,EL DORADO,41536,Missing,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JIM ABERCROMBIE,jmabercrombie@eid.org,530-642-4041,No,NA,NA,NA,NA,Radenko Odzakovic,rodzakovic@eid.org,NA
CA1910225,LAS VIRGENES MWD,DISTRICT 22 - ANGELES,LOS ANGELES,20022,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,221314.63,JOHN ZHAO,JZHAO@LVMWD.COM,818-251-2230,No,NA,NA,NA,Y,Doug Anders,danders@lvmwd.com,818-251-2157
CA3610044,BIG BEAR LAKE DWP - BIG BEAR SYSTEM,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,14944,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,11/15/2021,NA,REGINALD LAMSON,rlamson@bbldwp.com,909-866-5050EXT. 201,No,NA,NA,NA,NA,Jason Hall,jhall@bbldwp.com,(909) 866-5050
CA4810001,CITY OF BENICIA,DISTRICT 04 - SAN FRANCISCO,SOLANO,9807,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,KYLE OCHENDUSZKO,KOchenduszko@ci.benicia.ca.us,707-746-4240,No,NA,NA,NA,NA,Leo Larkin,llarkin@ci.benicia.ca.us,NA
CA1910204,LOS ANGELES CWWD 29 & 80-MALIBU,DISTRICT 16 - CENTRAL,LOS ANGELES,7421,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,RUSS BRYDEN,rbryden@dpw.lacounty.gov,626-300-3300,No,NA,NA,NA,NA,Bing Hua,bhua@dpw.lacounty.gov,626-300-3337
CA4310018,CITY OF CUPERTINO,DISTRICT 17 - SANTA CLARA,SANTA CLARA,4606,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,95317.22,FRANCOIS RODIGARI,Francois.Rodigari@sjwater.com,408-279-7967,No,NA,NA,NA,NA,Shaz Chan,shaz.chan@sjwater.com,(408) 279-7828
